   21.6834667823439        197.969377897884       0.0000000E+00 AMGA  
  -87.4739508896807       -33.5376640152498       0.0000000E+00 ANKY  
   47.7269848907375        164.405105907723       0.0000000E+00 APE   
   145.272043550575        9.80877846208462       0.0000000E+00 ATHU  
   157.658015722289        22.8214068121505       0.0000000E+00 DION  
   12.0647795936127       -98.7583956599360       0.0000000E+00 GTH2  
  -132.551196032391        27.9631121436938       0.0000000E+00 IMMV  
   59.3069831486479       -155.070825812211       0.0000000E+00 ITM   
   150.992679755180        65.5876938492165       0.0000000E+00 KARA  
   147.863341300560       -61.3255851021661       0.0000000E+00 LOUT  
   10.0622501603995        66.8508121565018       0.0000000E+00 MHLA  
  -15.7910191190581       -54.6268281833863       0.0000000E+00 NPS1  
  -158.024785700298       0.881421494683913       0.0000000E+00 PLC1  
  -23.2075076666019        149.853718409557       0.0000000E+00 SAP3  
   56.2263788828528        72.1180704098440       0.0000000E+00 SERI  
  -181.076183199238        103.898559420451       0.0000000E+00 SIVA  
   97.5150752609020       -123.839931453306       0.0000000E+00 TRIP  
  -167.917865164612        231.727701634012       0.0000000E+00 ZKR   
