0.000000  -3.169441e-05  2.886607e-05  -1.073773e-06
0.010000  -3.171290e-05  2.886464e-05  -1.078407e-06
0.020000  -3.170294e-05  2.887059e-05  -1.073736e-06
0.030000  -3.170813e-05  2.886795e-05  -1.078922e-06
0.040000  -3.169589e-05  2.886809e-05  -1.072454e-06
0.050000  -3.171337e-05  2.886482e-05  -1.080209e-06
0.060000  -3.170992e-05  2.887020e-05  -1.074265e-06
0.070000  -3.171341e-05  2.887106e-05  -1.080711e-06
0.080000  -3.169777e-05  2.887158e-05  -1.071702e-06
0.090000  -3.171027e-05  2.886746e-05  -1.080045e-06
0.100000  -3.171480e-05  2.886919e-05  -1.074624e-06
0.110000  -3.172361e-05  2.887492e-05  -1.082861e-06
0.120000  -3.170869e-05  2.887630e-05  -1.073455e-06
0.130000  -3.170806e-05  2.887292e-05  -1.078302e-06
0.140000  -3.171328e-05  2.886911e-05  -1.074520e-06
0.150000  -3.172035e-05  2.887611e-05  -1.083786e-06
0.160000  -3.171585e-05  2.887956e-05  -1.076384e-06
0.170000  -3.171008e-05  2.887970e-05  -1.078323e-06
0.180000  -3.171221e-05  2.887398e-05  -1.072568e-06
0.190000  -3.172475e-05  2.887739e-05  -1.081515e-06
0.200000  -3.173014e-05  2.888082e-05  -1.080568e-06
0.210000  -3.172235e-05  2.888594e-05  -1.079937e-06
0.220000  -3.171790e-05  2.888117e-05  -1.074469e-06
0.230000  -3.172542e-05  2.888004e-05  -1.078327e-06
0.240000  -3.173118e-05  2.888538e-05  -1.082353e-06
0.250000  -3.173138e-05  2.889178e-05  -1.083514e-06
0.260000  -3.172012e-05  2.889064e-05  -1.078364e-06
0.270000  -3.172588e-05  2.888423e-05  -1.076637e-06
0.280000  -3.173446e-05  2.888757e-05  -1.083631e-06
0.290000  -3.174320e-05  2.889376e-05  -1.083705e-06
0.300000  -3.173501e-05  2.889989e-05  -1.081612e-06
0.310000  -3.173817e-05  2.889283e-05  -1.075388e-06
0.320000  -3.173948e-05  2.889259e-05  -1.079088e-06
0.330000  -3.175817e-05  2.889427e-05  -1.083392e-06
0.340000  -3.175115e-05  2.890606e-05  -1.086607e-06
0.350000  -3.175177e-05  2.890194e-05  -1.077075e-06
0.360000  -3.174239e-05  2.889819e-05  -1.077961e-06
0.370000  -3.176007e-05  2.889554e-05  -1.083437e-06
0.380000  -3.175111e-05  2.890853e-05  -1.090784e-06
0.390000  -3.175551e-05  2.891092e-05  -1.081322e-06
0.400000  -3.173600e-05  2.890730e-05  -1.073513e-06
0.410000  -3.175584e-05  2.889991e-05  -1.079807e-06
0.420000  -3.175724e-05  2.890723e-05  -1.090066e-06
0.430000  -3.177200e-05  2.892069e-05  -1.089077e-06
0.440000  -3.174767e-05  2.892132e-05  -1.078119e-06
0.450000  -3.175921e-05  2.891492e-05  -1.071345e-06
0.460000  -3.175444e-05  2.890696e-05  -1.081863e-06
0.470000  -3.178136e-05  2.892536e-05  -1.088097e-06
0.480000  -3.176097e-05  2.892645e-05  -1.083105e-06
0.490000  -3.176977e-05  2.892825e-05  -1.069896e-06
0.500000  -3.175868e-05  2.891021e-05  -1.072711e-06
0.510000  -3.178786e-05  2.892555e-05  -1.088285e-06
0.520000  -3.177769e-05  2.893033e-05  -1.092889e-06
0.530000  -3.177954e-05  2.894593e-05  -1.080341e-06
0.540000  -3.175649e-05  2.892507e-05  -1.071225e-06
0.550000  -3.177857e-05  2.892965e-05  -1.078027e-06
0.560000  -3.178413e-05  2.892949e-05  -1.089121e-06
0.570000  -3.179199e-05  2.895261e-05  -1.085524e-06
0.580000  -3.177326e-05  2.893803e-05  -1.072264e-06
0.590000  -3.178108e-05  2.894006e-05  -1.070168e-06
0.600000  -3.179095e-05  2.893573e-05  -1.087304e-06
0.610000  -3.179985e-05  2.895703e-05  -1.095405e-06
0.620000  -3.178996e-05  2.895355e-05  -1.081201e-06
0.630000  -3.178226e-05  2.894524e-05  -1.073645e-06
0.640000  -3.179381e-05  2.893787e-05  -1.081015e-06
0.650000  -3.179767e-05  2.895249e-05  -1.096140e-06
0.660000  -3.180037e-05  2.896319e-05  -1.087420e-06
0.670000  -3.178226e-05  2.895982e-05  -1.073056e-06
0.680000  -3.180138e-05  2.894437e-05  -1.075506e-06
0.690000  -3.179744e-05  2.894650e-05  -1.085247e-06
0.700000  -3.181225e-05  2.896624e-05  -1.091378e-06
0.710000  -3.178090e-05  2.896466e-05  -1.078193e-06
0.720000  -3.179902e-05  2.895535e-05  -1.070690e-06
0.730000  -3.178953e-05  2.893722e-05  -1.077706e-06
0.740000  -3.182231e-05  2.895589e-05  -1.092850e-06
0.750000  -3.179114e-05  2.896424e-05  -1.088508e-06
0.760000  -3.180892e-05  2.896416e-05  -1.071096e-06
0.770000  -3.178900e-05  2.894429e-05  -1.064430e-06
0.780000  -3.183043e-05  2.895087e-05  -1.087568e-06
0.790000  -3.180451e-05  2.895669e-05  -1.093014e-06
0.800000  -3.181750e-05  2.897267e-05  -1.080989e-06
0.810000  -3.178437e-05  2.895039e-05  -1.059544e-06
0.820000  -3.182336e-05  2.894302e-05  -1.074389e-06
0.830000  -3.181460e-05  2.894880e-05  -1.086416e-06
0.840000  -3.183655e-05  2.897729e-05  -1.093211e-06
0.850000  -3.180739e-05  2.896727e-05  -1.069588e-06
0.860000  -3.182679e-05  2.895727e-05  -1.061172e-06
0.870000  -3.182855e-05  2.894455e-05  -1.075146e-06
0.880000  -3.185532e-05  2.896799e-05  -1.095205e-06
0.890000  -3.183566e-05  2.897576e-05  -1.077188e-06
0.900000  -3.184209e-05  2.896947e-05  -1.063234e-06
0.910000  -3.184205e-05  2.895004e-05  -1.063368e-06
0.920000  -3.186339e-05  2.896367e-05  -1.090088e-06
0.930000  -3.185419e-05  2.897884e-05  -1.090392e-06
0.940000  -3.184529e-05  2.898182e-05  -1.080473e-06
0.950000  -3.183856e-05  2.896073e-05  -1.055977e-06
0.960000  -3.185665e-05  2.896084e-05  -1.082108e-06
0.970000  -3.186389e-05  2.897991e-05  -1.089747e-06
0.980000  -3.186273e-05  2.899939e-05  -1.079944e-06
0.990000  -3.185794e-05  2.898364e-05  -1.048442e-06
1.000000  -3.187332e-05  2.896981e-05  -1.067629e-06
1.010000  -3.189708e-05  2.897508e-05  -1.081488e-06
1.020000  -3.189998e-05  2.899708e-05  -1.087761e-06
1.030000  -3.189325e-05  2.900154e-05  -1.051060e-06
1.040000  -3.188999e-05  2.897809e-05  -1.054864e-06
1.050000  -3.190700e-05  2.897208e-05  -1.068123e-06
1.060000  -3.191335e-05  2.900005e-05  -1.103006e-06
1.070000  -3.191160e-05  2.902220e-05  -1.077681e-06
1.080000  -3.189603e-05  2.900489e-05  -1.057484e-06
